case_id,customer_id,ingested_at,ai_confidence,ai_decision,difficulty_score,customer_tier,country_risk_tier,true_outcome,case_value_usd
CASE_0927_20260406,CUST_662864,2026-04-06T13:54:00Z,0.966,APPROVE,1,private_banking,3,APPROVE,176534.4
CASE_0928_20260313,CUST_565353,2026-03-13T10:41:00Z,0.904,APPROVE,1,retail,2,APPROVE,201151.47
CASE_0929_20260501,CUST_844054,2026-05-01T22:46:00Z,0.886,APPROVE,2,private_banking,1,APPROVE,150089.15
CASE_0930_20260305,CUST_476602,2026-03-05T20:46:00Z,0.911,APPROVE,1,retail,1,,48278.02
CASE_0931_20260415,CUST_443012,2026-04-15T22:28:00Z,0.927,APPROVE,1,retail,2,,96744.85
CASE_0932_20260323,CUST_270574,2026-03-23T23:28:00Z,0.956,APPROVE,3,retail,2,APPROVE,241827.47
CASE_0933_20260311,CUST_167037,2026-03-11T12:14:00Z,0.728,APPROVE,3,retail,1,,9257.58
CASE_0934_20260326,CUST_160631,2026-03-26T22:00:00Z,0.894,APPROVE,4,private_banking,3,,221051.39
CASE_0935_20260328,CUST_321092,2026-03-28T05:05:00Z,0.786,REJECT,4,private_banking,3,REJECT,89870.52
CASE_0936_20260325,CUST_275181,2026-03-25T21:11:00Z,0.975,APPROVE,1,retail,3,APPROVE,169161.45
CASE_0937_20260326,CUST_694228,2026-03-26T11:03:00Z,0.949,APPROVE,1,sme,2,REJECT,51811.62
CASE_0938_20260408,CUST_637629,2026-04-08T06:19:00Z,0.733,APPROVE,3,retail,2,APPROVE,248800.43
CASE_0939_20260526,CUST_853314,2026-05-26T02:21:00Z,0.401,APPROVE,5,retail,1,EDD_REQUIRED,155124.1
CASE_0940_20260315,CUST_381476,2026-03-15T17:57:00Z,0.759,APPROVE,3,private_banking,2,APPROVE,66614.03
CASE_0941_20260508,CUST_175609,2026-05-08T09:42:00Z,0.913,APPROVE,1,retail,2,,97553.04
CASE_0942_20260331,CUST_672371,2026-03-31T18:17:00Z,0.961,APPROVE,2,sme,3,APPROVE,189966.21
CASE_0943_20260327,CUST_368482,2026-03-27T02:26:00Z,0.627,APPROVE,4,retail,2,,35748.37
CASE_0944_20260407,CUST_589537,2026-04-07T07:05:00Z,0.876,APPROVE,4,retail,3,APPROVE,161293.95
CASE_0945_20260331,CUST_833396,2026-03-31T13:57:00Z,0.984,EDD_REQUIRED,1,retail,3,EDD_REQUIRED,184449.74
CASE_0946_20260503,CUST_670953,2026-05-03T09:19:00Z,0.918,APPROVE,1,private_banking,1,APPROVE,224078.39
CASE_0947_20260308,CUST_812167,2026-03-08T20:46:00Z,0.981,APPROVE,2,retail,3,APPROVE,117841.41
CASE_0948_20260424,CUST_169154,2026-04-24T18:52:00Z,0.892,APPROVE,3,retail,1,,91496.81
CASE_0949_20260401,CUST_994088,2026-04-01T22:16:00Z,0.889,APPROVE,2,retail,2,EDD_REQUIRED,152470.95
CASE_0950_20260506,CUST_524989,2026-05-06T16:58:00Z,0.973,APPROVE,1,retail,2,,61415.76
CASE_0951_20260301,CUST_518578,2026-03-01T20:44:00Z,0.919,APPROVE,1,sme,2,REJECT,36801.29
CASE_0952_20260317,CUST_230460,2026-03-17T05:42:00Z,0.879,APPROVE,3,retail,4,REJECT,17057.44
CASE_0953_20260405,CUST_546312,2026-04-05T19:51:00Z,0.641,APPROVE,5,retail,3,,170596.46
CASE_0954_20260313,CUST_718590,2026-03-13T20:33:00Z,0.851,APPROVE,4,retail,1,APPROVE,142750.36
CASE_0955_20260508,CUST_137280,2026-05-08T21:35:00Z,0.695,APPROVE,4,retail,3,,95176.7
CASE_0956_20260308,CUST_634370,2026-03-08T10:36:00Z,0.952,APPROVE,2,retail,3,APPROVE,7327.7
CASE_0957_20260508,CUST_101576,2026-05-08T01:07:00Z,0.761,APPROVE,2,private_banking,1,APPROVE,41942.97
CASE_0958_20260526,CUST_546973,2026-05-26T00:22:00Z,0.723,APPROVE,2,retail,4,APPROVE,191834.71
CASE_0959_20260402,CUST_469249,2026-04-02T08:30:00Z,0.861,APPROVE,3,retail,4,APPROVE,178675.38
CASE_0960_20260429,CUST_706908,2026-04-29T14:28:00Z,0.6,APPROVE,5,private_banking,1,REJECT,195317.2
CASE_0961_20260516,CUST_537094,2026-05-16T14:51:00Z,0.43,APPROVE,5,retail,2,REJECT,158043.97
CASE_0962_20260326,CUST_186747,2026-03-26T19:39:00Z,0.631,APPROVE,4,private_banking,4,EDD_REQUIRED,35736.9
CASE_0963_20260308,CUST_200729,2026-03-08T00:41:00Z,0.763,APPROVE,2,retail,4,EDD_REQUIRED,143552.44
CASE_0964_20260507,CUST_488495,2026-05-07T14:56:00Z,0.868,EDD_REQUIRED,4,private_banking,4,EDD_REQUIRED,217719.85
CASE_0965_20260410,CUST_952295,2026-04-10T21:29:00Z,0.754,APPROVE,4,retail,2,APPROVE,137646.61
CASE_0966_20260519,CUST_657541,2026-05-19T09:00:00Z,0.88,APPROVE,2,retail,1,APPROVE,72474.87
CASE_0967_20260329,CUST_501837,2026-03-29T07:37:00Z,0.901,APPROVE,1,retail,3,,230969.39
CASE_0968_20260327,CUST_476305,2026-03-27T23:40:00Z,0.537,APPROVE,5,retail,1,,180968.51
CASE_0969_20260512,CUST_375134,2026-05-12T23:53:00Z,0.871,APPROVE,3,retail,1,APPROVE,184693.04
CASE_0970_20260302,CUST_781785,2026-03-02T15:02:00Z,0.927,APPROVE,1,retail,2,,194296.23
CASE_0971_20260401,CUST_303879,2026-04-01T16:10:00Z,0.713,APPROVE,3,retail,4,EDD_REQUIRED,105515.01
CASE_0972_20260319,CUST_489390,2026-03-19T06:00:00Z,0.852,APPROVE,3,retail,1,APPROVE,154127.86
CASE_0973_20260427,CUST_696656,2026-04-27T02:47:00Z,0.889,APPROVE,3,retail,3,,102927.46
CASE_0974_20260414,CUST_305940,2026-04-14T09:27:00Z,0.977,APPROVE,2,retail,2,APPROVE,198032.52
CASE_0975_20260517,CUST_411620,2026-05-17T09:01:00Z,0.71,APPROVE,2,retail,1,APPROVE,19845.58
CASE_0976_20260330,CUST_266293,2026-03-30T21:49:00Z,0.978,APPROVE,2,retail,4,,130261.03
CASE_0977_20260410,CUST_869238,2026-04-10T09:58:00Z,0.907,APPROVE,1,retail,2,APPROVE,156771.63
CASE_0978_20260312,CUST_593455,2026-03-12T02:37:00Z,0.504,APPROVE,5,private_banking,3,REJECT,136489.96
CASE_0979_20260511,CUST_429582,2026-05-11T21:51:00Z,0.977,APPROVE,3,retail,1,EDD_REQUIRED,168060.37
CASE_0980_20260512,CUST_842110,2026-05-12T14:51:00Z,0.97,APPROVE,1,sme,2,APPROVE,234497.48
CASE_0981_20260302,CUST_629629,2026-03-02T00:20:00Z,0.914,APPROVE,1,retail,4,,69274.35
CASE_0982_20260520,CUST_137725,2026-05-20T00:40:00Z,0.434,APPROVE,3,private_banking,1,APPROVE,135448.23
CASE_0983_20260425,CUST_262927,2026-04-25T06:58:00Z,0.786,APPROVE,4,private_banking,4,,63642.59
CASE_0984_20260513,CUST_950504,2026-05-13T18:12:00Z,0.922,APPROVE,1,retail,4,APPROVE,192849.04
CASE_0985_20260514,CUST_465578,2026-05-14T08:18:00Z,0.604,APPROVE,4,retail,2,REJECT,36146.76
CASE_0986_20260515,CUST_927170,2026-05-15T14:10:00Z,0.708,APPROVE,2,private_banking,3,APPROVE,42141.22
CASE_0987_20260412,CUST_446533,2026-04-12T01:34:00Z,0.966,APPROVE,1,retail,1,,24425.46
CASE_0988_20260410,CUST_639014,2026-04-10T02:57:00Z,0.915,APPROVE,1,retail,3,,159368.66
CASE_0989_20260311,CUST_321286,2026-03-11T19:50:00Z,0.939,APPROVE,3,retail,1,APPROVE,239145.01
CASE_0990_20260326,CUST_184630,2026-03-26T13:19:00Z,0.882,APPROVE,3,retail,4,APPROVE,178244.44
CASE_0991_20260416,CUST_762056,2026-04-16T07:11:00Z,0.504,APPROVE,5,retail,3,APPROVE,56809.71
CASE_0992_20260406,CUST_819995,2026-04-06T00:37:00Z,0.885,APPROVE,3,retail,2,REJECT,231239.69
CASE_0993_20260429,CUST_804523,2026-04-29T23:52:00Z,0.741,EDD_REQUIRED,4,retail,1,,183247.15
CASE_0994_20260421,CUST_359646,2026-04-21T19:25:00Z,0.95,APPROVE,2,retail,3,APPROVE,171046.81
CASE_0995_20260328,CUST_179498,2026-03-28T09:00:00Z,0.677,EDD_REQUIRED,5,sme,1,APPROVE,248624.21
CASE_0996_20260312,CUST_224441,2026-03-12T06:34:00Z,0.949,APPROVE,1,private_banking,3,REJECT,201026.15
CASE_0997_20260515,CUST_557105,2026-05-15T13:51:00Z,0.955,APPROVE,3,sme,4,,44479.56
CASE_0998_20260522,CUST_885798,2026-05-22T02:00:00Z,0.926,APPROVE,1,retail,2,APPROVE,221604.09
CASE_0999_20260405,CUST_417294,2026-04-05T02:05:00Z,0.891,APPROVE,3,retail,3,APPROVE,33146.69
CASE_1000_20260407,CUST_821703,2026-04-07T14:12:00Z,0.803,APPROVE,2,retail,1,APPROVE,101393.64
